                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.86079,                 2.8912,                0.29651,                0.62723,                 1.1022,                0.91602,                 0.8295,                0.90715,                0.67137,                0.72228,                0.54597,                0.52807,                0.31162,                 1.0165,                 4.1532,                0.35656,                0.76935,                 1.2686,              0.0018218,              0.0018218,              0.0018218
                     12,                0.85188,                 2.8123,                0.29352,                0.62041,                 1.0966,                0.94227,                0.79663,                0.90299,                0.67027,                0.73024,                0.53121,                0.51689,                0.31878,                 1.0731,                 4.4503,                 0.3493,                0.78822,                 1.3048,               0.001802,               0.001802,               0.001802
                     13,                0.85464,                 2.8519,                0.29533,                 0.6246,                 1.1036,                0.93532,                0.80428,                0.90471,                0.67255,                0.73861,                0.55959,                0.52381,                0.32051,                 1.0374,                   4.08,                0.35059,                0.77014,                 1.2869,              0.0017822,              0.0017822,              0.0017822
                     14,                0.85003,                  2.816,                 0.2957,                0.62239,                 1.1005,                0.93162,                0.80704,                0.90349,                0.67671,                0.76784,                 0.5891,                0.55287,                0.32596,                 1.0142,                 3.9384,                0.34582,                0.78061,                 1.2608,              0.0017624,              0.0017624,              0.0017624
                     15,                0.85289,                 2.8489,                0.29145,                0.62486,                 1.1002,                0.93188,                0.80817,                0.90786,                0.67196,                0.71097,                 0.5244,                0.49401,                0.31332,                 1.0316,                 4.3839,                0.34477,                0.80318,                 1.2722,              0.0017426,              0.0017426,              0.0017426
                     16,                0.83149,                 2.7718,                0.29543,                 0.6099,                 1.0936,                0.94475,                0.80023,                0.91242,                0.68841,                0.77681,                0.59024,                0.55804,                0.32773,                 1.0113,                 3.8919,                0.33553,                0.73833,                 1.2465,              0.0017228,              0.0017228,              0.0017228
                     17,                0.82836,                 2.7147,                0.28865,                0.61181,                 1.0911,                0.94403,                0.81158,                0.91721,                0.68714,                0.75968,                0.55846,                0.52818,                0.32064,                 1.0167,                 4.1586,                0.34626,                0.74904,                  1.259,               0.001703,               0.001703,               0.001703
                     18,                 0.8395,                 2.7433,                0.28973,                0.61277,                 1.0968,                0.92407,                0.81385,                0.90672,                0.67946,                0.71164,                0.49943,                0.46861,                0.29972,                 1.0301,                 4.5812,                0.35033,                0.76775,                 1.2713,              0.0016832,              0.0016832,              0.0016832
                     19,                0.83107,                 2.7626,                0.29004,                0.60934,                 1.0903,                 0.9349,                0.79873,                0.90772,                0.68141,                0.68577,                 0.5017,                0.44563,                0.28711,                 1.0013,                 4.5763,                0.34027,                 0.7794,                  1.257,              0.0016634,              0.0016634,              0.0016634
                     20,                0.82657,                 2.7491,                0.28968,                0.60029,                 1.0876,                0.93198,                0.81385,                0.90712,                0.67158,                0.73848,                0.56527,                0.54773,                0.34047,                 1.0334,                 4.1127,                0.35016,                0.77289,                 1.2794,              0.0016436,              0.0016436,              0.0016436
                     21,                0.81018,                 2.6989,                0.28519,                0.59345,                 1.0819,                0.92554,                0.83248,                0.91074,                0.69403,                0.70704,                0.54711,                0.48364,                0.29977,                0.98461,                 4.3103,                0.34963,                0.72413,                 1.2463,              0.0016238,              0.0016238,              0.0016238
                     22,                  0.818,                 2.6753,                 0.2876,                0.59268,                 1.0815,                0.92956,                0.82383,                0.91328,                0.69156,                0.70421,                0.52667,                0.48756,                0.32097,                 1.0037,                 4.3229,                0.33419,                0.74949,                 1.2646,               0.001604,               0.001604,               0.001604
                     23,                0.81851,                 2.6968,                0.29036,                0.59802,                 1.0862,                0.91188,                0.83087,                 0.9107,                0.68995,                0.71211,                0.54143,                0.48467,                0.29432,                0.98929,                 4.3348,                0.33805,                 0.7468,                 1.2441,              0.0015842,              0.0015842,              0.0015842
                     24,                0.81096,                 2.5915,                0.28271,                0.58723,                 1.0789,                0.91567,                0.83314,                0.91718,                 0.6896,                0.75676,                0.56981,                0.54257,                0.33287,                0.99108,                 4.0043,                0.34183,                0.74812,                 1.2498,              0.0015644,              0.0015644,              0.0015644
                     25,                  0.808,                 2.6251,                0.28394,                 0.5769,                 1.0764,                0.94435,                0.81385,                 0.9122,                0.69132,                0.72354,                0.54597,                0.49745,                0.31387,                0.99731,                 4.1906,                0.33502,                0.74408,                 1.2502,              0.0015446,              0.0015446,              0.0015446
                     26,                0.79386,                 2.6121,                0.28289,                0.57716,                 1.0718,                0.94045,                0.81952,                 0.9145,                0.69435,                0.75925,                0.57662,                0.54313,                0.33987,                0.98854,                 4.0189,                0.33743,                0.73137,                  1.237,              0.0015248,              0.0015248,              0.0015248
                     27,                0.80144,                 2.6056,                0.28153,                0.58079,                 1.0759,                0.93354,                0.82633,                0.91963,                0.69127,                0.70244,                0.53575,                0.47791,                0.29393,                0.98676,                 4.3281,                0.33516,                0.73841,                 1.2455,               0.001505,               0.001505,               0.001505
                     28,                0.79784,                 2.5937,                0.27958,                 0.5751,                 1.0703,                0.91622,                0.85131,                0.91837,                0.69223,                0.75664,                0.57523,                 0.5425,                0.34375,                0.97849,                 3.9517,                0.33705,                0.72087,                 1.2289,              0.0014852,              0.0014852,              0.0014852
                     29,                0.80097,                  2.614,                0.28261,                0.58747,                 1.0714,                0.93647,                0.82633,                0.92035,                0.69543,                0.73357,                0.54711,                0.50728,                0.31246,                0.98457,                 4.1288,                0.33909,                0.73035,                 1.2492,              0.0014654,              0.0014654,              0.0014654
                     30,                0.78684,                 2.5056,                0.27664,                0.57398,                  1.066,                0.93722,                0.83025,                0.92314,                0.69977,                0.69498,                 0.5403,                 0.4813,                0.31103,                 0.9881,                 4.3841,                0.33811,                0.70448,                 1.2407,              0.0014456,              0.0014456,              0.0014456
                     31,                0.78278,                 2.6089,                0.28111,                0.56529,                  1.068,                0.94162,                0.82406,                 0.9166,                0.68879,                0.69137,                0.51109,                0.45917,                0.31662,                 1.0065,                 4.5367,                   0.35,                0.71971,                 1.2587,              0.0014258,              0.0014258,              0.0014258
                     32,                0.78594,                 2.5047,                0.27664,                0.56137,                 1.0659,                0.92488,                0.83201,                0.91415,                0.68938,                0.73574,                0.56253,                0.50334,                0.31846,                0.98113,                 4.0896,                0.33835,                0.72205,                 1.2461,               0.001406,               0.001406,               0.001406
                     33,                 0.7735,                 2.5067,                 0.2743,                0.55966,                 1.0577,                0.93958,                0.81199,                0.91416,                0.69197,                0.76585,                0.58343,                0.54868,                 0.3423,                0.98226,                 3.9488,                0.33229,                0.71702,                 1.2422,              0.0013862,              0.0013862,              0.0013862
                     34,                0.78437,                 2.5602,                0.27655,                0.56616,                 1.0637,                0.92553,                0.83232,                0.91579,                 0.6985,                0.75087,                0.56413,                0.53712,                0.34085,                0.96393,                 4.1223,                0.33738,                0.71074,                 1.2277,              0.0013664,              0.0013664,              0.0013664
                     35,                0.77827,                 2.5022,                0.27874,                0.56693,                 1.0697,                0.94126,                0.83087,                0.92307,                0.69557,                0.76951,                0.60726,                 0.5787,                0.37242,                 1.0033,                 3.7659,                0.33185,                0.70851,                 1.2533,              0.0013466,              0.0013466,              0.0013466
                     36,                0.77711,                 2.4753,                0.27699,                0.56889,                 1.0659,                0.94087,                 0.8059,                0.92176,                0.69487,                0.76222,                0.57548,                0.54861,                0.35254,                0.98071,                 3.8452,                0.33265,                0.70064,                 1.2519,              0.0013268,              0.0013268,              0.0013268
                     37,                 0.7653,                 2.4626,                0.27423,                0.54856,                 1.0602,                0.95267,                0.82633,                0.92486,                0.69979,                0.72631,                0.56328,                0.51772,                0.34218,                0.98334,                 4.1222,                0.33197,                0.69255,                 1.2535,               0.001307,               0.001307,               0.001307
                     38,                0.77034,                 2.4494,                0.27874,                0.55404,                 1.0611,                0.95304,                0.80931,                0.92067,                0.69957,                0.75757,                0.55334,                0.54589,                0.35136,                0.97038,                 4.0906,                0.33587,                0.70659,                 1.2334,              0.0012872,              0.0012872,              0.0012872
                     39,                0.77543,                 2.4466,                0.27385,                0.56312,                 1.0658,                0.94435,                0.83314,                0.92658,                0.70518,                0.74906,                0.57938,                0.52876,                0.32538,                 0.9528,                 3.9535,                0.32686,                0.68608,                 1.2207,              0.0012674,              0.0012674,              0.0012674
                     40,                0.76209,                 2.4782,                 0.2704,                0.55427,                 1.0602,                0.91014,                0.86222,                0.92409,                0.70707,                0.71721,                0.53833,                 0.4975,                0.32264,                0.95239,                 4.1917,                0.32698,                0.67396,                   1.23,              0.0012476,              0.0012476,              0.0012476
                     41,                0.76045,                 2.4303,                0.27341,                0.54519,                 1.0537,                0.94704,                0.83226,                0.91572,                0.70059,                0.72973,                0.57003,                0.51967,                0.33953,                0.97442,                 3.9429,                 0.3343,                0.70855,                 1.2356,              0.0012278,              0.0012278,              0.0012278
                     42,                0.76802,                  2.425,                0.27147,                 0.5567,                 1.0594,                0.92092,                0.85358,                0.92433,                0.71381,                0.74326,                 0.5891,                0.54908,                0.36084,                0.94659,                 3.8483,                0.32799,                0.66758,                 1.2288,               0.001208,               0.001208,               0.001208
                     43,                0.75752,                 2.4047,                0.27208,                0.54759,                 1.0571,                0.90726,                0.84904,                0.92331,                0.71364,                0.69924,                0.54099,                0.48112,                 0.3185,                0.94327,                 4.3552,                 0.3305,                0.68872,                 1.2073,              0.0011882,              0.0011882,              0.0011882
                     44,                0.75655,                 2.4286,                0.27027,                0.54549,                 1.0572,                0.91098,                 0.8479,                0.92348,                0.70509,                0.73124,                0.56073,                0.52392,                 0.3351,                0.96322,                 4.1396,                0.32688,                0.68437,                 1.2286,              0.0011684,              0.0011684,              0.0011684
                     45,                0.74845,                 2.3389,                 0.2683,                0.53385,                 1.0497,                0.92488,                0.85017,                 0.9265,                0.70516,                0.77559,                0.59237,                0.56976,                0.36835,                0.97862,                 3.7808,                0.32494,                0.68868,                 1.2308,              0.0011486,              0.0011486,              0.0011486
                     46,                0.74119,                  2.325,                0.27037,                0.53178,                 1.0445,                0.95017,                0.82244,                0.92428,                0.70637,                0.70812,                0.55505,                0.49128,                0.32583,                0.95789,                 4.1974,                0.33192,                0.69053,                 1.2242,              0.0011288,              0.0011288,              0.0011288
                     47,                0.74052,                 2.3548,                0.27216,                 0.5398,                 1.0482,                0.93336,                0.84222,                0.92071,                0.70517,                0.72505,                0.56527,                0.51402,                0.33488,                0.95714,                 4.1695,                0.33027,                0.68754,                  1.228,               0.001109,               0.001109,               0.001109
                     48,                0.75201,                 2.3553,                0.27226,                0.54086,                 1.0505,                0.93715,                0.83768,                0.92256,                0.70666,                 0.7419,                0.57889,                0.53237,                0.34034,                0.94733,                 4.0841,                0.33032,                0.68347,                 1.2178,              0.0010892,              0.0010892,              0.0010892
                     49,                 0.7386,                 2.3264,                0.26582,                0.52728,                 1.0425,                0.93065,                0.83779,                0.92328,                0.70336,                0.79084,                0.62089,                0.60323,                0.38654,                0.94752,                 3.6998,                0.32062,                0.66545,                 1.2196,              0.0010694,              0.0010694,              0.0010694
                     50,                0.74636,                  2.298,                0.26725,                 0.5358,                 1.0499,                0.94325,                0.83018,                0.92474,                0.70851,                0.77156,                0.62202,                0.58383,                0.36727,                0.96395,                 3.5992,                0.31798,                0.68505,                 1.2323,              0.0010496,              0.0010496,              0.0010496
                     51,                0.73373,                 2.2802,                0.26744,                0.53209,                 1.0463,                0.93782,                0.83885,                 0.9275,                0.70993,                0.74885,                0.58683,                0.54087,                0.35895,                0.95791,                  3.956,                0.32451,                0.66242,                 1.2308,              0.0010298,              0.0010298,              0.0010298
