                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.1287,                 6.0433,                 0.3907,                 1.1692,                 1.3839,                0.80409,                0.67066,                0.74927,                0.48031,                0.29055,                0.17964,                0.08898,                0.01465,                 1.1871,                 5.6287,                0.35839,                 1.0952,                 1.3905,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.1242,                 6.0219,                0.40006,                 1.1626,                 1.3708,                0.77909,                0.69261,                0.77222,                0.50411,                0.24928,                0.17166,                0.07451,                0.01275,                 1.1222,                 5.6162,                0.37247,                 1.0011,                 1.3256,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.1099,                 5.9291,                0.38209,                 1.1325,                 1.3586,                0.86366,                0.65748,                0.78788,                  0.524,                0.39141,                0.19512,                0.13189,                0.02287,                 1.1157,                 5.5026,                0.34623,                0.97907,                 1.3033,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.0825,                  5.986,                0.39129,                 1.1287,                 1.3436,                0.80518,                0.69661,                0.78882,                0.51732,                0.34214,                0.22954,                0.12279,                0.02189,                 1.1229,                 5.4631,                0.36549,                0.97038,                 1.3523,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.0952,                 5.8157,                0.38377,                 1.1436,                 1.3483,                0.78456,                0.67665,                0.76201,                0.47949,                0.34199,                0.20958,                0.12865,                0.02567,                 1.1768,                 5.5484,                0.35539,                  1.191,                 1.3633,               0.001505,               0.001505,               0.001505
                     28,                 1.0664,                 5.8152,                0.38953,                 1.0898,                 1.3362,                0.82041,                0.71058,                0.79475,                0.52057,                0.31235,                0.22355,                 0.1083,                0.01864,                 1.1054,                 5.4143,                0.35658,                0.94013,                 1.3311,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.0912,                 5.8916,                0.39275,                 1.1352,                 1.3498,                0.83328,                0.69062,                0.78222,                0.51158,                0.31487,                0.20559,                0.10257,                0.01877,                 1.1249,                 5.5225,                0.35785,                 1.0106,                 1.3235,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.0698,                 5.8643,                0.38437,                 1.1195,                 1.3377,                0.82532,                0.67465,                0.78246,                0.49733,                0.30439,                 0.2016,                 0.1121,                0.01826,                 1.1535,                 5.4565,                0.35858,                 1.2412,                 1.3605,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.0616,                 5.9357,                0.38896,                 1.0982,                 1.3332,                 0.8219,                0.68164,                0.78096,                0.51421,                0.35393,                0.22156,                0.12425,                 0.0239,                 1.1071,                 5.3489,                0.36506,                 1.0052,                 1.3165,              0.0014258,              0.0014258,              0.0014258
                     32,                  1.036,                 5.7534,                0.38043,                 1.0548,                 1.3097,                0.85165,                0.71043,                0.80782,                0.53922,                0.39399,                 0.2016,                0.11491,                 0.0214,                 1.0721,                  5.376,                0.34584,                0.93806,                 1.2984,               0.001406,               0.001406,               0.001406
                     33,                 1.0659,                  5.755,                0.38158,                 1.0774,                 1.3259,                0.85747,                0.67864,                0.77848,                0.51094,                0.27253,                0.19361,                 0.0858,                0.01497,                 1.1355,                  5.374,                0.35835,                 1.0716,                 1.3238,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.0472,                 5.7524,                0.37965,                 1.0733,                 1.3182,                0.79393,                0.73054,                0.80097,                0.54096,                0.28778,                0.22754,                0.11572,                0.02178,                 1.0732,                 5.3015,                0.35047,                0.91688,                 1.3069,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.0532,                 5.7449,                0.38086,                 1.0768,                 1.3214,                0.79542,                0.73728,                0.80338,                0.54033,                0.34185,                0.20958,                0.11808,                0.01997,                 1.0629,                 5.3223,                0.34868,                0.92436,                  1.286,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.0423,                 5.6781,                0.37408,                 1.0528,                 1.3251,                0.85175,                0.68663,                0.79136,                 0.5146,                0.33789,                 0.2016,                0.10012,                0.01826,                   1.12,                 5.3845,                0.36676,                0.98295,                 1.3451,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.0348,                 5.6338,                 0.3754,                 1.0488,                 1.3053,                0.83244,                0.69415,                0.78928,                0.54174,                0.41239,                0.21756,                0.14924,                0.02959,                 1.0474,                 5.2689,                0.35729,                0.90984,                 1.2645,               0.001307,               0.001307,               0.001307
                     38,                 1.0208,                 5.6219,                 0.3741,                 1.0201,                 1.2891,                0.80086,                 0.7465,                0.81083,                0.54217,                0.34879,                0.22954,                0.12832,                0.02515,                 1.0584,                 5.2322,                 0.3418,                0.88509,                 1.2864,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.0189,                  5.629,                0.37395,                 1.0475,                  1.295,                0.78727,                0.71651,                0.80167,                0.53323,                 0.3727,                0.22355,                0.13046,                0.02446,                 1.1309,                 5.2407,                0.34289,                0.90255,                 1.3289,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.0151,                 5.5461,                0.36823,                 1.0009,                 1.3052,                0.84144,                0.70858,                 0.8156,                0.55405,                0.41717,                0.24551,                0.14649,                0.02664,                 1.1066,                  5.266,                0.35502,                0.89419,                 1.3124,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.0092,                 5.5263,                0.36889,                0.99453,                 1.2967,                0.82708,                0.73513,                0.82052,                0.56184,                0.35383,                0.21557,                0.11046,                0.02105,                 1.0666,                 5.1974,                0.33152,                0.91923,                 1.2725,              0.0012278,              0.0012278,              0.0012278
                     42,                0.99204,                 5.4674,                0.36654,                0.99848,                 1.2852,                0.88113,                0.72501,                0.82874,                0.55697,                0.33492,                0.22754,                0.13035,                0.02154,                 1.0537,                 5.2056,                0.34295,                0.85075,                 1.2505,               0.001208,               0.001208,               0.001208
                     43,                0.98502,                 5.5137,                0.36735,                0.98481,                 1.2729,                0.87061,                0.69461,                0.82474,                 0.5624,                0.39872,                 0.2495,                0.15531,                0.02657,                 1.0417,                 5.1572,                0.33808,                0.81499,                 1.2711,              0.0011882,              0.0011882,              0.0011882
                     44,                 0.9926,                 5.4651,                0.36159,                0.99642,                 1.2754,                0.89644,                0.71058,                 0.8267,                0.56154,                0.30054,                0.18762,                0.08244,                0.01481,                 1.0216,                 5.3443,                0.33879,                0.88344,                 1.2532,              0.0011684,              0.0011684,              0.0011684
                     45,                0.99773,                 5.4629,                0.36334,                0.98494,                 1.2818,                0.85485,                0.72255,                0.82124,                0.56146,                 0.3765,                0.25349,                0.13287,                0.02465,                 1.0739,                 5.2419,                0.33203,                0.85662,                 1.2871,              0.0011486,              0.0011486,              0.0011486
                     46,                0.98082,                 5.4017,                0.36304,                0.98917,                 1.2794,                0.88822,                0.68203,                0.81573,                0.56869,                0.36379,                0.26347,                0.13368,                0.02703,                 1.0346,                 5.1339,                0.34548,                0.85711,                 1.2499,              0.0011288,              0.0011288,              0.0011288
                     47,                0.96934,                 5.4619,                0.35468,                0.96344,                 1.2704,                0.83946,                0.73453,                0.82663,                0.55958,                0.37679,                0.23553,                 0.1406,                0.02748,                 1.0698,                 5.1413,                0.33786,                0.82015,                 1.2889,               0.001109,               0.001109,               0.001109
                     48,                0.97761,                 5.3556,                 0.3605,                0.96774,                 1.2695,                0.86427,                0.72854,                0.83402,                 0.5702,                0.37632,                0.26946,                0.15252,                0.02976,                 1.0483,                 5.0706,                0.34149,                0.79938,                 1.2692,              0.0010892,              0.0010892,              0.0010892
                     49,                0.97037,                 5.3667,                0.36069,                0.94662,                 1.2729,                0.87663,                0.70912,                0.82755,                0.57272,                0.39352,                0.26148,                0.15443,                0.03133,                  1.039,                 5.0477,                 0.3374,                0.83294,                 1.2365,              0.0010694,              0.0010694,              0.0010694
                     50,                0.94009,                 5.2769,                0.35296,                0.91168,                 1.2529,                0.86472,                0.71448,                0.83599,                0.57621,                0.42861,                0.26747,                0.17133,                 0.0327,                 1.0525,                 5.0662,                 0.3338,                 0.8416,                 1.2502,              0.0010496,              0.0010496,              0.0010496
                     51,                0.95233,                 5.3476,                0.35795,                0.94296,                 1.2545,                0.89478,                0.70459,                0.83553,                0.57819,                 0.3738,                0.24551,                0.14714,                0.02774,                 1.0833,                 5.0635,                0.32707,                0.84961,                 1.2677,              0.0010298,              0.0010298,              0.0010298
                     52,                0.92925,                 5.3329,                0.35947,                 0.9246,                 1.2439,                0.85717,                0.74251,                0.83443,                0.57765,                0.43928,                0.25749,                0.17036,                0.03193,                0.99726,                  5.047,                 0.3313,                0.81576,                 1.2413,                0.00101,                0.00101,                0.00101
                     53,                 0.9193,                 5.2447,                0.35097,                0.90425,                 1.2389,                0.88118,                0.73653,                0.84632,                0.57039,                0.43299,                0.27745,                0.17068,                0.03155,                 1.0336,                 4.9439,                0.33827,                0.77101,                 1.2351,              0.0009902,              0.0009902,              0.0009902
                     54,                0.92564,                 5.2535,                0.35649,                0.91372,                 1.2424,                0.86738,                0.73852,                0.83531,                0.59058,                0.37968,                0.23579,                0.13096,                0.02462,                0.98583,                 5.0526,                0.33921,                0.79691,                 1.2111,              0.0009704,              0.0009704,              0.0009704
                     55,                0.95054,                 5.2719,                0.35637,                0.91467,                 1.2505,                0.86412,                0.71082,                0.82479,                 0.5815,                0.37942,                0.26547,                 0.1664,                0.03225,                 1.0021,                 4.9808,                0.33404,                 0.8007,                  1.214,              0.0009506,              0.0009506,              0.0009506
                     56,                 0.9182,                 5.2672,                0.35252,                0.89814,                 1.2316,                0.87713,                0.72669,                0.83992,                0.58726,                0.45674,                0.27545,                 0.1784,                0.03329,                0.97747,                 4.9283,                0.33837,                0.76943,                 1.2142,              0.0009308,              0.0009308,              0.0009308
                     57,                 0.9251,                 5.0717,                0.35647,                 0.9055,                 1.2356,                0.88462,                0.73253,                0.83901,                0.58378,                0.40265,                0.28743,                0.17151,                0.03258,                  1.002,                 4.9032,                0.32721,                0.76954,                 1.2262,               0.000911,               0.000911,               0.000911
                     58,                0.88543,                 5.2346,                0.35302,                0.86642,                 1.2182,                0.91706,                0.73852,                0.84344,                0.58796,                0.41785,                0.28144,                0.15424,                 0.0299,                 1.0316,                 4.9073,                0.33267,                0.77386,                 1.2333,              0.0008912,              0.0008912,              0.0008912
                     59,                0.91605,                 5.1737,                0.34292,                0.87881,                 1.2338,                0.85735,                0.76248,                0.84009,                0.58302,                0.40415,                0.26946,                0.16732,                0.03151,                0.99783,                 4.9598,                0.32503,                0.75869,                 1.2223,              0.0008714,              0.0008714,              0.0008714
                     60,                 0.8779,                 5.1626,                0.34628,                  0.851,                 1.2084,                0.87746,                0.73453,                0.82994,                0.58756,                0.41666,                0.25749,                0.16719,                0.03323,                 1.0025,                 4.9689,                0.33033,                0.76934,                 1.2179,              0.0008516,              0.0008516,              0.0008516
                     61,                0.89273,                 5.1059,                0.34259,                0.85799,                 1.2146,                0.86461,                0.73928,                0.84222,                0.59717,                0.46467,                0.28543,                 0.1805,                0.03413,                0.96705,                 4.9402,                0.32778,                0.76504,                 1.1822,              0.0008318,              0.0008318,              0.0008318
                     62,                0.89352,                 5.0915,                0.34431,                0.84664,                 1.2092,                0.86035,                0.75848,                0.84108,                0.59082,                 0.4151,                0.26347,                0.16235,                0.03227,                 1.0129,                 4.9567,                0.32533,                0.74042,                 1.2236,               0.000812,               0.000812,               0.000812
                     63,                0.87876,                 4.9856,                0.33615,                0.84153,                 1.1947,                0.84707,                0.76248,                0.84583,                0.60575,                0.48768,                0.31337,                0.20044,                0.03818,                0.97214,                  4.857,                0.32182,                0.73553,                 1.1918,              0.0007922,              0.0007922,              0.0007922
                     64,                0.87159,                 5.0585,                0.34653,                0.83718,                 1.1985,                0.87914,                0.76953,                0.86301,                0.59884,                0.41507,                0.28343,                0.16791,                0.03201,                0.98484,                  4.956,                0.32463,                 0.7333,                 1.2053,              0.0007724,              0.0007724,              0.0007724
                     65,                0.86916,                 5.0914,                0.34753,                0.81834,                 1.2039,                0.86228,                0.76447,                0.84371,                0.58909,                0.42555,                0.29129,                0.17015,                  0.033,                 1.0108,                 4.9584,                0.33128,                0.77486,                 1.2238,              0.0007526,              0.0007526,              0.0007526
                     66,                0.87379,                 5.0513,                0.34694,                0.82999,                 1.2009,                0.87909,                0.75463,                0.84631,                0.59607,                0.45872,                0.29142,                0.18798,                0.03526,                 1.0215,                 4.8196,                0.32298,                0.76914,                 1.2311,              0.0007328,              0.0007328,              0.0007328
                     67,                0.86697,                 4.9939,                0.34522,                0.83281,                 1.2025,                0.89154,                0.75449,                0.84957,                0.59892,                0.46095,                0.30938,                0.20592,                0.04077,                 1.0036,                 4.8213,                0.32325,                0.74601,                 1.2217,               0.000713,               0.000713,               0.000713
                     68,                0.86078,                 5.0231,                0.33915,                0.82162,                 1.1923,                0.88551,                0.74251,                 0.8446,                0.58066,                0.43047,                 0.2994,                 0.1751,                0.03436,                 1.0445,                 4.8435,                0.32683,                0.77691,                 1.2335,              0.0006932,              0.0006932,              0.0006932
                     69,                0.86311,                 4.9509,                0.34137,                0.80605,                  1.193,                0.88771,                0.75449,                0.85281,                 0.6008,                0.43806,                0.29341,                0.19598,                0.03705,                 1.0063,                 4.8227,                0.32669,                0.73687,                 1.2336,              0.0006734,              0.0006734,              0.0006734
                     70,                0.84983,                 4.9009,                0.33713,                0.80035,                 1.1895,                0.87196,                0.76121,                0.85029,                0.59539,                 0.4666,                0.31537,                0.20924,                0.04333,                 1.0061,                 4.7683,                0.32091,                0.74008,                 1.2198,              0.0006536,              0.0006536,              0.0006536
                     71,                0.85349,                 4.9553,                0.33864,                0.80617,                 1.1826,                0.87855,                0.76248,                0.85287,                0.59864,                0.45801,                0.32048,                0.19941,                0.03768,                 1.0267,                 4.7625,                0.32466,                 0.7446,                 1.2328,              0.0006338,              0.0006338,              0.0006338
                     72,                0.84346,                 4.9008,                0.33294,                 0.8147,                 1.1811,                0.88783,                0.73653,                0.84916,                0.60417,                0.46539,                0.30755,                0.19429,                0.03629,                 1.0165,                 4.7684,                0.32159,                0.72929,                 1.2237,               0.000614,               0.000614,               0.000614
                     73,                0.83886,                 4.9231,                0.33859,                0.78873,                 1.1883,                0.87609,                 0.7621,                0.85781,                 0.6079,                0.44996,                0.27944,                0.17782,                0.03429,                 1.0054,                 4.8113,                0.31928,                 0.7211,                 1.2214,              0.0005942,              0.0005942,              0.0005942
                     74,                0.83472,                 4.9166,                0.33478,                0.78009,                 1.1792,                0.89404,                0.75785,                0.85046,                0.61455,                0.48963,                0.31936,                0.22385,                0.04326,                0.98827,                 4.7797,                0.32146,                0.70202,                 1.2094,              0.0005744,              0.0005744,              0.0005744
                     75,                0.82946,                 4.8144,                0.33915,                0.77913,                 1.1701,                0.87838,                0.74962,                0.85568,                 0.6193,                0.52405,                0.34731,                0.24763,                0.04539,                0.99718,                   4.76,                0.32402,                0.72116,                 1.2234,              0.0005546,              0.0005546,              0.0005546
                     76,                 0.8295,                 4.7766,                0.33854,                0.77347,                 1.1683,                0.86859,                0.76447,                0.85479,                0.61239,                0.45385,                0.31936,                0.19618,                0.03901,                0.99827,                 4.7816,                0.32194,                0.71215,                 1.2069,              0.0005348,              0.0005348,              0.0005348
                     77,                0.82954,                 4.8835,                0.33164,                0.77267,                 1.1687,                0.87497,                0.78244,                0.86024,                0.60308,                  0.435,                0.30938,                 0.1865,                0.03724,                 1.0274,                 4.8168,                0.32498,                0.69952,                 1.2276,               0.000515,               0.000515,               0.000515
                     78,                0.82749,                 4.8816,                0.33509,                 0.7757,                 1.1723,                0.84428,                0.78044,                 0.8562,                0.61267,                0.54666,                0.33932,                0.26159,                0.05034,                 1.0017,                 4.6841,                0.32288,                0.69401,                 1.2067,              0.0004952,              0.0004952,              0.0004952
                     79,                0.82285,                 4.6977,                0.32483,                0.76225,                 1.1679,                0.84668,                0.79441,                0.85618,                0.62004,                0.49543,                0.36845,                 0.2466,                 0.0462,                0.97962,                 4.6853,                0.31719,                0.71273,                 1.1912,              0.0004754,              0.0004754,              0.0004754
                     80,                0.82443,                 4.7828,                0.32955,                 0.7491,                 1.1619,                0.87252,                0.77246,                0.85746,                0.61853,                0.48914,                0.33733,                0.22419,                0.04593,                0.97349,                 4.6777,                0.31644,                0.67477,                 1.1862,              0.0004556,              0.0004556,              0.0004556
                     81,                0.80103,                 4.7089,                0.32963,                0.72771,                 1.1528,                0.86005,                0.78503,                 0.8632,                0.62592,                0.47153,                0.32535,                0.22212,                0.04261,                0.95972,                 4.7405,                0.31746,                0.67599,                  1.185,              0.0004358,              0.0004358,              0.0004358
                     82,                0.79933,                 4.7856,                0.33273,                0.74355,                 1.1515,                0.86321,                0.78093,                0.85515,                0.62545,                0.49189,                0.32136,                0.21952,                0.04191,                 0.9394,                  4.731,                0.32118,                0.68693,                  1.167,               0.000416,               0.000416,               0.000416
                     83,                0.78665,                 4.6879,                0.32461,                0.72548,                 1.1488,                0.91344,                0.75826,                0.87086,                0.62282,                0.54334,                0.32535,                0.24204,                0.04666,                0.97614,                 4.7055,                0.31644,                0.67332,                 1.2005,              0.0003962,              0.0003962,              0.0003962
                     84,                0.78621,                 4.6879,                0.33296,                  0.716,                 1.1493,                0.87389,                0.78643,                0.86586,                0.62485,                0.48227,                0.31936,                0.22251,                0.04359,                0.97363,                  4.723,                 0.3192,                0.68947,                 1.1907,              0.0003764,              0.0003764,              0.0003764
                     85,                0.79833,                 4.7659,                0.32876,                0.72652,                 1.1612,                0.86302,                0.78244,                0.85865,                0.61329,                0.50264,                 0.3493,                 0.2483,                0.04769,                0.97779,                 4.6912,                0.32094,                0.69481,                 1.2056,              0.0003566,              0.0003566,              0.0003566
                     86,                0.79142,                 4.6232,                0.32826,                0.71383,                 1.1497,                0.90941,                0.76146,                0.86518,                0.61758,                0.48378,                0.34045,                0.21967,                0.04422,                0.99388,                 4.7179,                0.31467,                 0.6969,                 1.2174,              0.0003368,              0.0003368,              0.0003368
                     87,                0.80108,                 4.6803,                 0.3227,                0.72469,                 1.1529,                0.88443,                 0.7943,                0.86315,                0.62759,                0.47421,                0.35529,                0.22661,                0.04458,                0.96708,                 4.7004,                0.31377,                0.68734,                 1.1937,               0.000317,               0.000317,               0.000317
                     88,                0.77617,                  4.629,                0.32552,                0.71531,                 1.1463,                0.85127,                0.80439,                0.87404,                0.62962,                0.51482,                0.34734,                 0.2379,                0.04659,                0.96754,                   4.67,                0.31306,                0.69017,                 1.1937,              0.0002972,              0.0002972,              0.0002972
                     89,                0.77834,                 4.5876,                0.31877,                0.71158,                  1.141,                0.89409,                0.77844,                 0.8714,                0.62599,                0.49735,                 0.3493,                0.23804,                 0.0479,                0.96305,                 4.6859,                0.31059,                0.69418,                 1.1865,              0.0002774,              0.0002774,              0.0002774
                     90,                0.78206,                 4.6133,                0.33061,                0.71589,                 1.1463,                0.88025,                0.78044,                0.86994,                0.62899,                0.48134,                 0.3493,                0.23228,                 0.0439,                0.97682,                 4.6822,                0.31491,                0.68685,                 1.1914,              0.0002576,              0.0002576,              0.0002576
                     91,                0.71753,                 4.3908,                0.31606,                0.58761,                 1.1048,                 0.8793,                0.78643,                0.87239,                0.62312,                0.50013,                0.36327,                0.24152,                0.04893,                0.96971,                 4.6782,                 0.3176,                0.68035,                 1.1944,              0.0002576,              0.0002576,              0.0002576
                     92,                 0.6814,                 4.3117,                0.30617,                0.53557,                 1.0748,                0.87378,                0.78764,                0.86959,                 0.6245,                0.52021,                0.36926,                0.25863,                0.05014,                 0.9644,                 4.6509,                0.31375,                0.68275,                 1.1813,               0.000218,               0.000218,               0.000218
                     93,                0.67012,                 4.2939,                0.30823,                0.54332,                 1.0719,                0.88605,                0.78244,                0.87356,                0.62486,                0.53017,                0.37525,                0.25891,                0.05031,                0.98177,                 4.6391,                0.31669,                0.65988,                 1.1954,              0.0001982,              0.0001982,              0.0001982
                     94,                0.65822,                 4.2408,                0.29936,                0.53028,                 1.0679,                0.91113,                0.75649,                0.87369,                0.63395,                0.50392,                0.34331,                0.23473,                0.04759,                0.96681,                 4.6437,                 0.3123,                 0.6675,                 1.1876,              0.0001784,              0.0001784,              0.0001784
                     95,                0.65049,                 4.2573,                0.30494,                0.51417,                 1.0509,                 0.9115,                0.76846,                0.87479,                0.63546,                0.51257,                0.35262,                0.23982,                0.04831,                0.96631,                 4.6386,                 0.3112,                0.64965,                 1.1862,              0.0001586,              0.0001586,              0.0001586
                     96,                0.65958,                 4.1723,                0.29671,                0.51139,                 1.0626,                0.90266,                0.78643,                 0.8742,                0.63174,                0.48824,                0.34331,                0.22586,                 0.0453,                0.96603,                 4.6364,                0.31524,                0.65196,                 1.1923,              0.0001388,              0.0001388,              0.0001388
                     97,                0.64223,                 4.2559,                0.30543,                0.50277,                 1.0636,                0.89927,                0.77246,                0.87454,                0.62528,                0.48721,                0.35729,                0.23346,                0.04615,                0.96323,                  4.642,                0.31293,                0.65311,                  1.191,               0.000119,               0.000119,               0.000119
