                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.85594,                 2.9451,                0.29613,                0.62574,                 1.1033,                0.89272,                0.84113,                0.91108,                0.68126,                0.76649,                0.53941,                0.53208,                0.30717,                 1.0164,                   4.07,                0.35008,                0.75741,                 1.2879,              0.0011882,              0.0011882,              0.0011882
                     44,                 0.8559,                 2.8997,                0.29494,                0.61873,                 1.1061,                 0.9411,                0.80172,                0.90955,                0.67049,                 0.7246,                0.52833,                0.48179,                0.28713,                 1.0345,                 4.2296,                0.33433,                0.79101,                 1.2876,              0.0011684,              0.0011684,              0.0011684
                     45,                 0.8435,                 2.9347,                0.29445,                0.61891,                 1.1018,                0.93068,                0.80419,                0.90802,                0.67883,                0.73455,                0.54526,                0.50695,                0.31233,                 1.0002,                 4.1144,                0.33613,                0.79079,                 1.2736,              0.0011486,              0.0011486,              0.0011486
                     46,                0.85609,                  2.891,                0.29508,                0.62807,                 1.1054,                0.96471,                0.79803,                0.91243,                0.68138,                0.76266,                0.56158,                0.53067,                0.30683,                 1.0146,                 4.1186,                0.34413,                  0.754,                 1.2728,              0.0011288,              0.0011288,              0.0011288
                     47,                0.83768,                  2.833,                0.29441,                0.60579,                 1.0973,                0.91323,                0.81658,                0.90734,                0.67457,                0.71366,                0.49723,                0.47426,                 0.3075,                 1.0232,                 4.3133,                 0.3462,                0.77049,                 1.2871,               0.001109,               0.001109,               0.001109
                     48,                0.83935,                 2.8717,                0.28978,                0.61887,                 1.0962,                0.92939,                0.80542,                0.90697,                0.67437,                0.73481,                0.55172,                 0.5229,                0.32283,                 1.0253,                 4.0535,                0.33873,                0.77766,                  1.288,              0.0010892,              0.0010892,              0.0010892
                     49,                 0.8286,                 2.7645,                0.28507,                0.60073,                 1.0927,                0.93349,                0.81773,                0.91478,                0.68624,                0.71919,                0.55049,                0.51872,                0.31103,                0.99612,                 4.0772,                  0.327,                0.75146,                 1.2619,              0.0010694,              0.0010694,              0.0010694
                     50,                0.82877,                 2.8362,                0.29169,                0.61054,                 1.0922,                0.92773,                0.82512,                0.91518,                0.68378,                0.66534,                0.50493,                 0.4343,                0.27362,                0.99517,                 4.4924,                0.33795,                0.74628,                 1.2691,              0.0010496,              0.0010496,              0.0010496
                     51,                0.81968,                 2.7887,                0.28598,                    0.6,                 1.0938,                0.91986,                0.81991,                0.90524,                0.68239,                0.75484,                0.55788,                0.52997,                0.32676,                0.99821,                 4.0792,                0.34177,                0.77675,                 1.2562,              0.0010298,              0.0010298,              0.0010298
                     52,                0.82235,                 2.7644,                0.28517,                0.59296,                 1.0893,                0.92437,                0.83005,                0.91246,                0.67809,                0.74544,                0.54433,                0.51087,                0.31094,                 1.0246,                 4.1964,                0.33653,                 0.7489,                 1.2737,                0.00101,                0.00101,                0.00101
                     53,                0.81897,                 2.7299,                0.28506,                0.59597,                 1.0883,                0.93211,                0.81897,                 0.9104,                0.69048,                 0.7678,                 0.5742,                0.54873,                0.33816,                0.98266,                 3.9448,                0.32549,                0.72573,                 1.2569,              0.0009902,              0.0009902,              0.0009902
                     54,                0.82632,                 2.6901,                0.28368,                0.60506,                 1.0924,                0.93028,                0.82759,                0.91357,                0.68886,                0.75074,                0.54926,                0.51905,                0.32311,                0.97236,                 4.1515,                 0.3311,                0.74258,                 1.2429,              0.0009704,              0.0009704,              0.0009704
                     55,                0.81022,                  2.689,                0.28553,                0.58526,                 1.0833,                0.90657,                 0.8399,                0.90668,                 0.6807,                0.79144,                0.58498,                0.57482,                0.35274,                 1.0046,                 3.9235,                0.33156,                0.75856,                 1.2719,              0.0009506,              0.0009506,              0.0009506
                     56,                0.81012,                 2.6938,                0.28414,                0.58915,                 1.0824,                0.91107,                0.82882,                0.90911,                0.68447,                0.70197,                0.51601,                0.46395,                 0.3002,                 1.0113,                 4.4021,                0.33309,                 0.7454,                 1.2706,              0.0009308,              0.0009308,              0.0009308
                     57,                0.80795,                 2.6892,                0.28485,                0.59782,                 1.0827,                0.91363,                0.82635,                0.90755,                0.68165,                 0.7293,                0.52754,                 0.4957,                0.30821,                0.98986,                 4.2002,                0.33534,                0.74953,                 1.2631,               0.000911,               0.000911,               0.000911
                     58,                0.79891,                 2.6601,                0.27946,                0.57914,                  1.075,                0.90915,                0.83128,                0.90381,                0.68243,                0.78057,                0.58621,                0.55203,                0.33392,                 0.9952,                 3.8534,                0.32455,                0.76171,                 1.2618,              0.0008912,              0.0008912,              0.0008912
                     59,                0.79494,                 2.6153,                0.28071,                0.57396,                 1.0693,                0.94566,                0.83582,                0.91453,                0.69082,                0.72655,                0.55625,                0.50299,                0.30922,                0.98761,                 4.2579,                0.32943,                0.72696,                  1.263,              0.0008714,              0.0008714,              0.0008714
                     60,                0.80132,                 2.6368,                0.28145,                0.57593,                 1.0773,                0.92488,                0.83498,                0.91335,                0.69207,                0.72344,                0.54442,                0.51138,                0.31977,                  0.982,                 4.2093,                0.32663,                0.72848,                 1.2521,              0.0008516,              0.0008516,              0.0008516
                     61,                0.78857,                 2.5339,                0.27468,                0.56319,                 1.0662,                 0.9072,                 0.8399,                0.90991,                0.69265,                0.74779,                0.56232,                0.52899,                 0.3251,                0.98151,                 4.1005,                0.32794,                0.72658,                 1.2526,              0.0008318,              0.0008318,              0.0008318
                     62,                0.78823,                 2.5898,                0.27746,                0.57386,                 1.0721,                0.93042,                0.82882,                 0.9137,                0.69376,                0.70989,                0.52956,                0.48098,                0.30864,                0.98964,                 4.2475,                0.32678,                0.71914,                 1.2518,               0.000812,               0.000812,               0.000812
                     63,                0.78543,                 2.5424,                0.27506,                0.56897,                 1.0695,                0.94251,                 0.8076,                0.90541,                0.68828,                0.69969,                0.54557,                0.49292,                0.31216,                0.97816,                 4.3402,                0.33241,                0.73632,                 1.2483,              0.0007922,              0.0007922,              0.0007922
                     64,                0.77721,                 2.4881,                0.27824,                0.56095,                 1.0629,                0.93911,                 0.8202,                0.91919,                0.69361,                0.74432,                0.55419,                0.51962,                0.33204,                0.97765,                 4.1588,                0.32623,                0.70924,                 1.2587,              0.0007724,              0.0007724,              0.0007724
                     65,                0.77641,                 2.5375,                0.27526,                0.56242,                 1.0662,                0.93491,                 0.8165,                0.91087,                0.69392,                0.72753,                0.55419,                0.51445,                0.33246,                0.96505,                 4.1507,                0.33183,                0.72829,                 1.2468,              0.0007526,              0.0007526,              0.0007526
                     66,                0.77103,                 2.4659,                0.27169,                0.55313,                 1.0625,                0.91303,                0.84041,                0.91423,                0.69558,                0.70128,                0.52586,                0.47216,                0.31173,                0.97006,                  4.471,                 0.3346,                0.70762,                 1.2487,              0.0007328,              0.0007328,              0.0007328
                     67,                0.75802,                 2.4363,                0.27327,                0.56335,                 1.0565,                 0.9463,                0.82882,                0.91636,                0.70189,                0.70703,                0.53818,                0.48692,                0.31972,                0.95022,                 4.2748,                0.32743,                0.69796,                 1.2323,               0.000713,               0.000713,               0.000713
                     68,                0.76798,                 2.4581,                0.27323,                0.55208,                 1.0597,                 0.9343,                0.82316,                0.91937,                0.69825,                0.71348,                0.54433,                0.49157,                0.31342,                0.94712,                 4.2262,                0.33175,                0.69084,                 1.2334,              0.0006932,              0.0006932,              0.0006932
                     69,                0.76244,                 2.4488,                0.26996,                0.55525,                 1.0601,                0.93962,                0.83374,                0.91858,                0.69505,                0.71142,                0.53738,                0.49511,                0.32108,                 0.9638,                 4.2808,                0.32752,                0.69778,                 1.2418,              0.0006734,              0.0006734,              0.0006734
                     70,                0.75922,                  2.391,                0.26996,                0.54577,                 1.0601,                0.92511,                0.83665,                0.92312,                0.70046,                0.73518,                0.55542,                0.51872,                0.32659,                0.95701,                 4.2749,                0.32259,                 0.6905,                 1.2355,              0.0006536,              0.0006536,              0.0006536
                     71,                 0.7586,                 2.4227,                0.26721,                 0.5432,                 1.0557,                0.92229,                0.84779,                0.92189,                 0.7069,                0.73004,                0.56897,                0.51184,                0.32414,                0.96258,                 4.0503,                0.32018,                0.67506,                 1.2425,              0.0006338,              0.0006338,              0.0006338
                     72,                0.74886,                 2.3993,                0.27034,                0.54229,                 1.0535,                0.94577,                0.82882,                0.91792,                0.70714,                0.71017,                0.56034,                0.49396,                0.31144,                0.94379,                 4.1943,                0.32383,                0.68826,                 1.2223,               0.000614,               0.000614,               0.000614
                     73,                0.74283,                 2.3522,                 0.2666,                0.53961,                 1.0524,                0.92417,                0.84483,                0.92081,                 0.7018,                0.68873,                0.50985,                0.44901,                0.29783,                0.94076,                 4.5119,                0.33351,                0.69415,                 1.2258,              0.0005942,              0.0005942,              0.0005942
                     74,                0.74306,                 2.3411,                0.26562,                0.53743,                 1.0492,                0.93947,                0.82759,                0.92059,                 0.7015,                 0.7899,                0.58339,                 0.5572,                0.35493,                0.94658,                 3.8617,                0.32936,                0.69673,                 1.2194,              0.0005744,              0.0005744,              0.0005744
                     75,                0.74578,                 2.3443,                0.26512,                0.53342,                 1.0484,                 0.9511,                0.81435,                0.91934,                0.70332,                0.74461,                 0.5468,                0.50151,                0.32595,                  0.953,                 4.0953,                0.32371,                0.70985,                 1.2261,              0.0005546,              0.0005546,              0.0005546
                     76,                0.74324,                 2.2898,                0.26383,                0.53223,                 1.0477,                0.93886,                0.82512,                0.91972,                 0.7047,                 0.7607,                0.59113,                0.56681,                0.35902,                0.94734,                 3.8859,                0.32028,                0.68174,                 1.2276,              0.0005348,              0.0005348,              0.0005348
                     77,                0.73346,                 2.3296,                0.26672,                0.53292,                  1.046,                0.93886,                0.83251,                0.92585,                0.70539,                0.72478,                 0.5702,                0.50921,                0.33346,                0.95089,                 3.9966,                0.32562,                0.66419,                 1.2281,               0.000515,               0.000515,               0.000515
                     78,                0.72635,                 2.3022,                0.26421,                0.53223,                 1.0419,                0.94341,                0.83498,                0.92214,                 0.7071,                0.73309,                0.55296,                0.51508,                0.33246,                0.93599,                 4.0413,                0.32822,                0.66758,                 1.2217,              0.0004952,              0.0004952,              0.0004952
                     79,                0.73182,                  2.344,                0.26333,                0.53509,                 1.0454,                0.91902,                 0.8526,                0.92161,                0.70576,                0.69649,                0.53941,                0.48708,                0.32363,                0.93778,                 4.1782,                0.32214,                0.67488,                 1.2207,              0.0004754,              0.0004754,              0.0004754
                     80,                0.72101,                 2.2518,                0.25932,                0.52106,                 1.0382,                0.93631,                0.83251,                0.92172,                0.70451,                0.70534,                0.53325,                0.47928,                0.30881,                0.94508,                 4.2912,                0.32676,                0.67079,                 1.2307,              0.0004556,              0.0004556,              0.0004556
                     81,                0.72027,                 2.2622,                0.26192,                0.52253,                 1.0396,                0.93695,                0.82882,                0.91602,                0.70029,                0.67366,                0.55665,                0.48496,                0.31966,                 0.9654,                 4.2725,                0.32799,                0.68143,                 1.2452,              0.0004358,              0.0004358,              0.0004358
                     82,                 0.7139,                 2.2478,                0.26124,                0.51942,                 1.0379,                0.93058,                0.84236,                0.92262,                0.70452,                0.73866,                 0.5936,                0.54142,                0.35134,                0.95055,                 3.8951,                0.32372,                0.66896,                 1.2229,               0.000416,               0.000416,               0.000416
                     83,                0.71851,                 2.2179,                0.26115,                0.51571,                 1.0372,                0.95166,                0.82434,                0.92697,                0.70906,                0.75816,                0.58685,                0.54433,                0.34651,                0.94482,                 3.8965,                0.32308,                0.66168,                 1.2324,              0.0003962,              0.0003962,              0.0003962
                     84,                0.71827,                 2.2133,                 0.2596,                 0.5237,                 1.0404,                0.91661,                0.85285,                0.92687,                0.71558,                0.76192,                0.57882,                0.54532,                0.35504,                0.93937,                 3.8593,                0.32446,                0.65353,                 1.2261,              0.0003764,              0.0003764,              0.0003764
                     85,                 0.7038,                 2.1589,                0.25617,                0.50171,                 1.0284,                 0.9223,                0.84786,                0.92445,                0.71146,                0.69231,                 0.5468,                0.49339,                0.32522,                0.93107,                 4.2211,                  0.327,                0.66313,                 1.2156,              0.0003566,              0.0003566,              0.0003566
                     86,                0.70276,                 2.2232,                0.25917,                0.51144,                 1.0304,                0.93739,                0.83621,                0.92606,                0.71266,                0.74462,                0.58529,                0.55208,                0.36513,                0.92248,                 3.9092,                0.32478,                0.65175,                 1.2028,              0.0003368,              0.0003368,              0.0003368
                     87,                0.69991,                 2.1481,                0.25928,                0.50416,                 1.0286,                0.93474,                0.84665,                0.92442,                0.71298,                0.70964,                0.56897,                0.50796,                0.33654,                0.93128,                 4.1464,                0.32396,                0.65684,                  1.213,               0.000317,               0.000317,               0.000317
                     88,                0.69719,                 2.1513,                0.25872,                0.49853,                 1.0272,                0.93984,                0.84483,                0.92551,                0.71404,                0.71023,                0.59606,                 0.5308,                0.35349,                 0.9212,                 3.8543,                0.31995,                0.64446,                 1.2056,              0.0002972,              0.0002972,              0.0002972
                     89,                0.70129,                 2.1196,                0.25418,                0.50642,                 1.0288,                0.95205,                0.83621,                0.92565,                0.71269,                0.72416,                0.59483,                0.55023,                 0.3608,                0.92254,                 3.9151,                0.32479,                0.64757,                 1.2016,              0.0002774,              0.0002774,              0.0002774
                     90,                0.68544,                 2.1096,                0.25514,                0.49034,                 1.0207,                 0.9516,                0.83621,                0.92598,                0.71399,                0.70186,                0.57693,                0.50645,                0.33774,                0.91995,                 4.0347,                0.31961,                 0.6523,                 1.2037,              0.0002576,              0.0002576,              0.0002576
                     91,                0.62889,                 1.8857,                0.24412,                0.42023,                0.98753,                0.95346,                0.83253,                0.92048,                0.70627,                0.75309,                0.58251,                0.54555,                0.35686,                0.92132,                 3.9264,                0.32032,                0.66824,                 1.2068,              0.0002378,              0.0002378,              0.0002378
                     92,                  0.619,                 1.8526,                0.24203,                 0.4023,                0.98223,                0.94075,                0.84081,                0.92549,                0.71076,                0.73784,                0.58251,                0.53871,                0.36264,                 0.9194,                   3.97,                0.31842,                0.65768,                 1.2086,               0.000218,               0.000218,               0.000218
                     93,                0.60347,                 1.8041,                0.24175,                 0.3934,                0.97547,                0.93537,                0.84852,                0.92525,                0.71498,                0.73593,                0.57882,                0.54729,                0.35417,                0.90911,                 3.9171,                0.31845,                0.64024,                 1.1987,              0.0001982,              0.0001982,              0.0001982
                     94,                0.60322,                 1.8104,                0.23997,                0.38892,                0.97045,                0.92925,                0.85726,                0.92384,                0.71646,                0.72659,                0.58128,                0.53481,                0.35208,                0.91896,                 3.9796,                0.31661,                0.65068,                  1.208,              0.0001784,              0.0001784,              0.0001784
                     95,                0.59567,                 1.7953,                0.23578,                0.38416,                0.96399,                0.93104,                  0.848,                0.92461,                0.71342,                0.73964,                0.58427,                0.54377,                0.36175,                0.91526,                 3.8397,                0.31596,                0.65082,                 1.2022,              0.0001586,              0.0001586,              0.0001586
                     96,                0.59313,                 1.7864,                0.23747,                0.38609,                0.96772,                 0.9448,                 0.8436,                0.92617,                0.71412,                0.73396,                0.57081,                0.52843,                0.35053,                0.91723,                 3.9647,                0.31626,                0.65601,                 1.2101,              0.0001388,              0.0001388,              0.0001388
                     97,                0.58738,                 1.7379,                 0.2344,                0.38217,                0.96579,                0.93209,                0.84513,                 0.9254,                0.71546,                0.72955,                0.58744,                0.53752,                0.35966,                0.92053,                 3.8862,                0.31477,                0.65289,                 1.2078,               0.000119,               0.000119,               0.000119
                     98,                0.58622,                 1.7154,                0.23388,                0.37858,                0.96392,                0.93746,                0.84916,                0.92562,                0.71135,                0.71701,                0.58973,                0.54061,                0.36025,                0.93019,                 3.8726,                 0.3137,                0.64834,                 1.2158,               9.92e-05,               9.92e-05,               9.92e-05
