                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.0878,                 5.0102,                0.37053,                0.83817,                 1.2331,                0.87404,                0.73196,                0.83556,                0.56836,                0.68538,                0.44168,                0.39817,                0.19302,                 1.2684,                 6.2974,                0.41693,                 1.1252,                 1.5086,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.0688,                 4.9076,                0.35758,                0.82237,                 1.2186,                0.88749,                0.75029,                0.84463,                0.58894,                0.78693,                0.49714,                0.48735,                0.26758,                 1.2038,                 5.8008,                0.41212,                 1.1041,                 1.4288,               0.001802,               0.001802,               0.001802
                     13,                  1.059,                 4.8657,                0.35858,                0.79991,                 1.2157,                0.90152,                0.76546,                0.85914,                0.60257,                0.70708,                0.49828,                 0.4443,                0.22313,                 1.2443,                 5.7639,                0.38881,                0.99272,                 1.4634,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.0439,                 4.8356,                0.35472,                0.80162,                 1.2069,                0.92653,                0.76747,                0.86912,                0.59947,                0.66512,                0.51203,                0.44548,                0.24179,                 1.2656,                 5.8192,                0.39006,                 1.0322,                  1.486,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.0387,                 4.7836,                0.35282,                0.78475,                 1.1989,                0.86395,                0.78559,                0.86457,                0.60564,                0.74431,                 0.5189,                0.48572,                0.23435,                 1.2105,                 5.7283,                0.38714,                0.99676,                 1.4172,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.0233,                 4.7029,                0.35082,                0.76509,                 1.1936,                0.90341,                0.78211,                0.86903,                0.60569,                0.73533,                0.49141,                0.46767,                0.26694,                 1.2141,                  5.691,                0.38325,                 1.0005,                 1.4321,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.0317,                  4.608,                0.34569,                0.77868,                 1.1989,                0.92194,                0.75945,                0.87197,                0.62024,                 0.7489,                0.51203,                0.47698,                0.24568,                  1.172,                 5.6264,                 0.3877,                0.95075,                 1.4211,               0.001703,               0.001703,               0.001703
                     18,                 1.0125,                 4.5799,                0.34674,                0.75861,                 1.1827,                 0.8981,                0.77205,                0.87124,                0.60957,                0.70954,                0.46277,                0.43197,                0.24435,                 1.1849,                 5.8404,                0.37897,                0.93992,                 1.4109,              0.0016832,              0.0016832,              0.0016832
                     19,                0.99967,                 4.4802,                0.34601,                0.74521,                 1.1802,                0.87253,                0.76747,                0.85883,                0.59748,                0.69285,                0.47803,                0.40955,                0.23463,                 1.1891,                 5.7971,                0.37873,                0.98104,                 1.4042,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.0075,                 4.5107,                0.34361,                0.76023,                 1.1858,                0.90438,                0.78007,                0.87703,                0.62598,                0.72958,                0.47881,                0.44199,                0.24946,                 1.1295,                 5.8411,                0.38239,                0.95833,                  1.366,              0.0016436,              0.0016436,              0.0016436
                     21,                0.98997,                 4.4465,                0.34076,                0.74287,                 1.1733,                0.91475,                0.76976,                 0.8791,                0.63458,                0.71338,                0.50286,                0.45976,                0.26519,                 1.0975,                 5.5248,                0.36185,                0.94386,                 1.3552,              0.0016238,              0.0016238,              0.0016238
                     22,                0.99085,                 4.3722,                0.33907,                 0.7331,                 1.1702,                0.93226,                0.77248,                0.88173,                0.62616,                0.73053,                0.48912,                0.46167,                0.27707,                 1.1444,                 5.7514,                 0.3817,                0.94087,                 1.3842,               0.001604,               0.001604,               0.001604
                     23,                0.98348,                 4.4608,                0.33781,                0.74075,                 1.1731,                0.90805,                0.78809,                0.88199,                0.62574,                0.76364,                0.51546,                0.49129,                0.26467,                 1.1501,                 5.6349,                0.37183,                0.95151,                 1.3623,              0.0015842,              0.0015842,              0.0015842
                     24,                0.97369,                 4.3437,                0.33165,                0.73517,                  1.168,                0.93939,                0.77434,                0.88231,                0.63526,                0.70534,                0.50974,                0.44191,                0.25646,                 1.1365,                 5.7319,                0.37964,                0.89626,                 1.3782,              0.0015644,              0.0015644,              0.0015644
                     25,                0.96185,                 4.2892,                0.33495,                0.71333,                 1.1594,                0.94237,                0.77434,                0.87948,                0.64009,                0.71797,                0.49026,                0.45284,                0.27212,                 1.1225,                 5.6209,                 0.3736,                0.90113,                 1.3459,              0.0015446,              0.0015446,              0.0015446
                     26,                0.95351,                  4.267,                0.33319,                0.70971,                 1.1557,                 0.9215,                 0.7934,                0.88838,                0.64027,                0.71857,                0.51184,                0.45169,                0.25392,                 1.1395,                 5.5132,                 0.3618,                 0.9113,                 1.3715,              0.0015248,              0.0015248,              0.0015248
                     27,                0.96201,                 4.2016,                0.33024,                0.71079,                 1.1623,                 0.8828,                 0.7858,                0.87859,                0.63698,                0.71462,                0.51317,                0.44734,                 0.2569,                 1.1111,                 5.5117,                0.36758,                 0.9032,                 1.3516,               0.001505,               0.001505,               0.001505
                     28,                0.94367,                 4.2374,                0.33059,                0.70335,                 1.1506,                0.90654,                0.82131,                0.89614,                0.64932,                0.71604,                0.51317,                0.46588,                 0.2771,                 1.0934,                 5.5301,                0.35969,                0.85753,                 1.3272,              0.0014852,              0.0014852,              0.0014852
                     29,                0.92788,                 4.0801,                0.32882,                0.68761,                 1.1406,                 0.9054,                0.80029,                0.88881,                0.65227,                0.70054,                0.51986,                0.45518,                0.26706,                 1.0893,                 5.6211,                0.36832,                0.86123,                 1.3452,              0.0014654,              0.0014654,              0.0014654
                     30,                0.93198,                 4.0634,                 0.3262,                0.68583,                 1.1483,                0.91958,                0.78007,                0.87677,                0.63805,                 0.7174,                0.54066,                0.47824,                0.27369,                 1.1332,                 5.3101,                0.36251,                0.86485,                 1.3633,              0.0014456,              0.0014456,              0.0014456
                     31,                 0.9429,                 4.0375,                0.32503,                0.68954,                  1.152,                0.91052,                0.80422,                0.89491,                 0.6541,                0.75994,                0.50401,                0.49346,                0.28443,                 1.0814,                 5.6089,                0.35997,                0.84246,                  1.338,              0.0014258,              0.0014258,              0.0014258
                     32,                0.92558,                 3.9813,                0.32415,                0.67925,                 1.1401,                0.90453,                0.80313,                0.89764,                0.65867,                 0.7487,                 0.5315,                0.50402,                0.29697,                 1.0743,                 5.5096,                0.35609,                0.80961,                 1.3228,               0.001406,               0.001406,               0.001406
                     33,                0.92954,                 4.0155,                 0.3235,                0.68754,                 1.1459,                0.90261,                0.80679,                0.89307,                0.65525,                 0.7669,                0.55212,                0.52116,                0.30499,                 1.0583,                 5.1739,                0.35648,                0.83833,                 1.3006,              0.0013862,              0.0013862,              0.0013862
                     34,                0.92049,                 3.9432,                0.32152,                0.66282,                 1.1329,                0.93266,                0.79381,                0.90029,                0.66633,                0.76481,                 0.5513,                0.52036,                0.31283,                 1.0601,                 5.2679,                0.35409,                0.81836,                 1.3041,              0.0013664,              0.0013664,              0.0013664
                     35,                0.91483,                 3.9482,                0.31818,                0.66895,                 1.1271,                 0.9188,                 0.7984,                0.89716,                0.66431,                0.79542,                0.55227,                0.55087,                0.33548,                 1.0628,                 5.0493,                0.36536,                0.82914,                 1.3038,              0.0013466,              0.0013466,              0.0013466
                     36,                0.91829,                 4.0028,                0.31972,                0.67405,                 1.1378,                0.93344,                0.79954,                0.89928,                0.66981,                0.78494,                 0.5567,                0.53894,                0.31481,                 1.0422,                 5.1089,                0.34274,                0.82062,                 1.2971,              0.0013268,              0.0013268,              0.0013268
                     37,                0.90659,                 4.0104,                  0.322,                0.66279,                 1.1327,                0.89674,                0.81901,                0.90165,                0.66812,                0.76635,                0.54853,                0.53077,                0.32205,                 1.0324,                 5.1377,                0.34589,                0.81415,                 1.2797,               0.001307,               0.001307,               0.001307
                     38,                0.90412,                 3.9077,                0.31785,                 0.6607,                 1.1306,                0.92032,                0.80527,                0.89345,                 0.6591,                0.75519,                0.54064,                0.51926,                0.31455,                 1.0529,                 5.2369,                0.35238,                0.82218,                 1.3081,              0.0012872,              0.0012872,              0.0012872
                     39,                 0.9051,                 3.8731,                0.31856,                0.65985,                 1.1324,                0.91892,                0.81793,                0.89809,                0.66803,                0.73224,                0.56357,                0.52428,                0.31262,                  1.049,                 5.0891,                0.35329,                0.79865,                  1.296,              0.0012674,              0.0012674,              0.0012674
                     40,                0.89073,                 3.7849,                0.31333,                0.65254,                 1.1212,                0.91408,                 0.8236,                0.90151,                0.66532,                0.71832,                0.54639,                0.47615,                0.27256,                 1.0593,                 5.2975,                0.35558,                0.81013,                 1.3042,              0.0012476,              0.0012476,              0.0012476
                     41,                 0.8955,                 3.8449,                 0.3192,                0.65143,                 1.1223,                 0.9414,                0.80964,                0.90145,                0.66268,                0.75176,                0.53837,                 0.5106,                 0.3148,                 1.0532,                  5.253,                 0.3565,                0.80132,                 1.3076,              0.0012278,              0.0012278,              0.0012278
                     42,                0.89278,                 3.8523,                0.31497,                0.66094,                 1.1266,                0.94015,                 0.8097,                0.90407,                0.67365,                0.74111,                0.56243,                0.51237,                 0.3163,                 1.0382,                  5.125,                0.35249,                0.79231,                  1.289,               0.001208,               0.001208,               0.001208
                     43,                0.88251,                 3.7349,                0.31035,                0.63901,                 1.1182,                0.92192,                0.80985,                0.90338,                0.66657,                0.77417,                0.57725,                0.54102,                  0.323,                 1.0574,                 5.0386,                0.35069,                0.80712,                 1.2992,              0.0011882,              0.0011882,              0.0011882
                     44,                0.87942,                 3.7076,                0.30994,                0.64023,                 1.1161,                0.94215,                  0.811,                0.91222,                0.67391,                0.74926,                0.56478,                0.52148,                0.30789,                 1.0437,                   5.18,                0.35556,                0.76717,                  1.297,              0.0011684,              0.0011684,              0.0011684
                     45,                0.87685,                 3.7035,                0.31301,                0.63032,                 1.1172,                0.93856,                0.80485,                0.90213,                0.67124,                 0.7451,                0.55556,                0.53022,                0.33104,                 1.0239,                 5.0078,                0.34618,                0.77908,                 1.2773,              0.0011486,              0.0011486,              0.0011486
                     46,                0.86277,                 3.6657,                0.30832,                0.63047,                 1.1057,                0.94056,                0.81567,                0.91143,                0.68051,                0.72797,                0.55482,                0.49393,                0.30677,                0.99772,                 5.2503,                0.35076,                0.75633,                  1.252,              0.0011288,              0.0011288,              0.0011288
                     47,                0.86452,                 3.5502,                0.30454,                0.62416,                 1.1104,                0.93324,                0.81663,                0.90551,                0.67578,                0.73428,                0.55711,                0.52625,                 0.3263,                 1.0332,                 5.2302,                0.34813,                0.77456,                 1.2664,               0.001109,               0.001109,               0.001109
                     48,                0.86326,                  3.614,                0.30666,                0.62158,                 1.1072,                0.92487,                0.81791,                0.91238,                0.68001,                0.75259,                0.59233,                0.53806,                0.32177,                 1.0305,                 4.8686,                0.33435,                0.77529,                 1.2784,              0.0010892,              0.0010892,              0.0010892
                     49,                0.84702,                 3.5946,                0.30512,                 0.6135,                 1.0996,                0.93643,                0.80989,                0.90648,                0.67218,                0.72574,                0.53608,                0.48754,                0.30263,                   1.01,                 5.3705,                0.34791,                0.75882,                 1.2559,              0.0010694,              0.0010694,              0.0010694
                     50,                0.85307,                 3.5379,                0.30634,                0.61685,                 1.1008,                0.93603,                0.82135,                0.91116,                0.68508,                0.76673,                 0.5819,                0.52804,                0.31402,                 1.0071,                 5.0137,                0.33743,                 0.7474,                 1.2588,              0.0010496,              0.0010496,              0.0010496
                     51,                0.86686,                 3.5602,                0.30599,                0.62738,                 1.1052,                 0.9448,                0.82474,                0.91418,                0.68657,                0.74967,                0.59336,                 0.5572,                0.33553,                 1.0043,                 4.8528,                0.34557,                0.74224,                 1.2618,              0.0010298,              0.0010298,              0.0010298
                     52,                0.84325,                 3.5109,                0.30364,                0.60838,                 1.0999,                0.92861,                0.83276,                 0.9135,                0.68784,                0.74112,                0.53608,                0.50599,                0.31664,                 1.0056,                 5.1332,                0.33899,                0.74789,                 1.2659,                0.00101,                0.00101,                0.00101
                     53,                0.84987,                 3.4499,                0.29905,                0.61609,                 1.1017,                0.94447,                0.82589,                0.91643,                0.68681,                0.73072,                0.55441,                0.50752,                0.31551,                      1,                 5.1177,                 0.3422,                0.73815,                 1.2466,              0.0009902,              0.0009902,              0.0009902
                     54,                0.83647,                 3.4177,                0.30177,                0.60486,                 1.0875,                0.94372,                0.82593,                 0.9194,                0.68603,                0.72852,                0.55899,                0.48905,                0.30225,                 1.0012,                  5.298,                0.34308,                0.73529,                 1.2583,              0.0009704,              0.0009704,              0.0009704
                     55,                0.83367,                 3.4422,                0.30028,                0.59686,                 1.0903,                0.93628,                0.82475,                0.91713,                0.69033,                0.73267,                0.58305,                0.53152,                0.33498,                0.99073,                 4.9836,                0.33794,                0.73591,                 1.2529,              0.0009506,              0.0009506,              0.0009506
                     56,                0.82511,                  3.359,                0.29934,                0.59096,                  1.089,                0.94517,                0.80953,                0.91868,                0.69634,                0.74326,                0.57045,                 0.5309,                0.33559,                0.97429,                 4.9998,                0.34204,                0.71248,                 1.2353,              0.0009308,              0.0009308,              0.0009308
                     57,                0.82752,                 3.3595,                0.29748,                0.58811,                 1.0896,                0.93423,                0.84651,                0.92263,                0.69139,                0.74586,                0.56014,                0.51694,                0.31636,                0.98216,                 5.1436,                0.33727,                0.71635,                 1.2324,               0.000911,               0.000911,               0.000911
                     58,                0.81666,                 3.3452,                0.29829,                0.58702,                 1.0839,                0.93771,                0.82771,                0.92371,                0.69936,                0.73597,                0.56357,                0.53193,                 0.3343,                 0.9917,                 5.0738,                0.34346,                0.71227,                 1.2432,              0.0008912,              0.0008912,              0.0008912
                     59,                0.82254,                 3.2901,                0.29535,                0.58919,                  1.085,                 0.9177,                0.84536,                0.92127,                0.69519,                  0.749,                0.57847,                0.54355,                0.33603,                 0.9821,                 4.9766,                 0.3401,                0.71604,                 1.2322,              0.0008714,              0.0008714,              0.0008714
                     60,                0.81663,                  3.308,                0.29441,                0.58887,                 1.0858,                0.93305,                0.83014,                0.91739,                0.69388,                0.71166,                0.53608,                0.48625,                0.31117,                0.99165,                  5.235,                0.34361,                0.71563,                 1.2475,              0.0008516,              0.0008516,              0.0008516
                     61,                0.81905,                  3.306,                0.29569,                0.59426,                 1.0891,                0.90895,                0.84621,                0.92182,                0.69846,                0.72811,                0.58305,                0.53218,                0.33476,                0.97284,                 4.8529,                0.34283,                0.71208,                 1.2159,              0.0008318,              0.0008318,              0.0008318
                     62,                0.81244,                 3.2976,                0.29703,                0.57722,                 1.0798,                0.93212,                0.84536,                0.92053,                0.70051,                0.75465,                0.57617,                0.54321,                0.34087,                0.96753,                 4.9934,                 0.3448,                0.69651,                 1.2239,               0.000812,               0.000812,               0.000812
                     63,                0.79507,                 3.2331,                0.29264,                0.57335,                 1.0701,                0.92868,                0.84307,                0.91982,                0.70103,                0.72223,                0.55101,                0.50453,                0.31734,                0.96957,                 5.1057,                0.33706,                0.71271,                 1.2279,              0.0007922,              0.0007922,              0.0007922
                     64,                0.80115,                 3.2588,                0.29003,                 0.5835,                  1.075,                0.94126,                0.82595,                0.92026,                0.70483,                0.72786,                0.55758,                0.51571,                 0.3285,                0.95658,                 5.0855,                0.33361,                0.68905,                 1.2214,              0.0007724,              0.0007724,              0.0007724
                     65,                0.80445,                 3.1704,                0.28989,                0.57211,                 1.0758,                 0.9257,                0.84203,                 0.9241,                0.70684,                  0.769,                0.58726,                0.53953,                 0.3346,                0.94032,                 4.9318,                0.33454,                0.70348,                  1.202,              0.0007526,              0.0007526,              0.0007526
                     66,                0.80063,                 3.1757,                0.29331,                0.57637,                 1.0754,                0.94138,                0.82818,                0.92645,                0.70666,                0.72757,                0.54147,                0.48423,                0.30558,                0.96057,                  5.186,                0.33551,                0.69502,                 1.2215,              0.0007328,              0.0007328,              0.0007328
                     67,                0.78635,                 3.1578,                0.29025,                0.56345,                 1.0686,                0.90204,                0.85223,                0.92166,                0.70411,                0.78834,                0.58305,                0.55695,                0.34338,                 0.9633,                 4.8139,                0.33794,                0.70018,                  1.221,               0.000713,               0.000713,               0.000713
                     68,                0.79284,                 3.1956,                0.29089,                0.56833,                  1.072,                0.93408,                0.82781,                0.92165,                0.70225,                0.73944,                0.56562,                 0.5247,                0.33349,                0.98197,                 5.0946,                0.33948,                0.70267,                 1.2374,              0.0006932,              0.0006932,              0.0006932
                     69,                0.79137,                 3.1547,                0.29155,                0.56803,                 1.0755,                0.92527,                0.85101,                0.91976,                0.70088,                0.72894,                0.56987,                0.51903,                0.32384,                0.96672,                 5.0701,                0.33766,                0.70229,                 1.2227,              0.0006734,              0.0006734,              0.0006734
                     70,                0.78353,                 3.1726,                0.29029,                0.56509,                 1.0728,                0.92165,                0.83734,                0.92042,                0.70216,                0.75916,                0.59216,                0.55734,                  0.357,                0.96642,                 4.7201,                0.33526,                0.69501,                 1.2248,              0.0006536,              0.0006536,              0.0006536
                     71,                0.78117,                 3.0528,                0.28826,                0.55413,                 1.0693,                0.96206,                0.81323,                0.92145,                0.70095,                0.74716,                0.57388,                 0.5393,                0.34379,                0.95489,                 4.9388,                0.33469,                 0.6986,                 1.2121,              0.0006338,              0.0006338,              0.0006338
                     72,                0.77304,                 3.0152,                0.28835,                0.55158,                 1.0591,                0.94795,                 0.8136,                0.91857,                0.70382,                0.74604,                0.57274,                0.52891,                0.33518,                0.96138,                 4.9563,                0.33434,                0.69586,                 1.2156,               0.000614,               0.000614,               0.000614
                     73,                 0.7653,                 3.0565,                0.28636,                0.55011,                 1.0615,                 0.9458,                0.83946,                0.92376,                0.71164,                0.73742,                0.57732,                0.52514,                0.33308,                0.94032,                 5.0852,                0.33736,                0.67744,                 1.2092,              0.0005942,              0.0005942,              0.0005942
                     74,                0.76578,                 2.9705,                0.28656,                0.54378,                  1.059,                0.92992,                0.84651,                0.92927,                0.71193,                0.74099,                0.57732,                0.53168,                0.33926,                0.93287,                 4.9188,                0.33357,                0.67634,                 1.1961,              0.0005744,              0.0005744,              0.0005744
                     75,                0.76197,                 3.0182,                0.28588,                0.54398,                 1.0593,                0.94358,                0.82932,                0.92528,                0.70819,                0.74137,                0.58877,                0.54916,                0.34665,                0.93844,                 4.8956,                0.33038,                0.67486,                 1.2005,              0.0005546,              0.0005546,              0.0005546
                     76,                0.77246,                 2.9617,                0.28184,                0.54781,                 1.0587,                0.94581,                0.81971,                0.92732,                0.71286,                0.76815,                 0.5945,                0.55214,                0.35482,                0.94233,                 4.8182,                0.32769,                0.67358,                 1.2077,              0.0005348,              0.0005348,              0.0005348
                     77,                0.75956,                 2.8637,                0.28226,                0.54219,                 1.0543,                0.91373,                 0.8488,                0.92921,                0.71245,                0.75208,                0.56701,                0.53029,                0.33947,                0.93515,                 4.9486,                0.32702,                0.68051,                 1.1967,               0.000515,               0.000515,               0.000515
                     78,                0.75954,                 2.9312,                  0.282,                 0.5397,                 1.0595,                0.94425,                0.83162,                0.92899,                0.71827,                0.75637,                0.59565,                0.55134,                0.34643,                0.92802,                 4.8002,                0.32955,                0.67078,                 1.1933,              0.0004952,              0.0004952,              0.0004952
                     79,                0.74942,                  2.867,                0.28293,                0.53204,                 1.0519,                0.94533,                0.82589,                0.92553,                0.71488,                0.77701,                0.60669,                0.57364,                0.37007,                0.92638,                 4.6359,                0.32634,                0.66092,                 1.1981,              0.0004754,              0.0004754,              0.0004754
                     80,                 0.7595,                  2.902,                0.28421,                0.53456,                  1.056,                0.92637,                0.86467,                0.93179,                0.72055,                0.75209,                0.57732,                0.54632,                0.35286,                0.92381,                 4.8638,                0.32944,                0.65615,                 1.1983,              0.0004556,              0.0004556,              0.0004556
                     81,                0.74795,                 2.8784,                0.27997,                0.53178,                 1.0524,                 0.9469,                0.83734,                0.93504,                0.71675,                0.72322,                0.57961,                0.51921,                0.33374,                0.93737,                 4.9954,                0.33129,                0.65845,                    1.2,              0.0004358,              0.0004358,              0.0004358
                     82,                0.74425,                 2.8353,                0.27867,                0.52896,                 1.0494,                0.93031,                0.84101,                0.92976,                0.71785,                0.72069,                0.55899,                  0.507,                0.33488,                0.92915,                  5.071,                0.33054,                0.66086,                 1.1932,               0.000416,               0.000416,               0.000416
                     83,                0.74906,                 2.8016,                0.28048,                0.52943,                 1.0495,                0.92981,                0.85223,                0.92854,                0.71472,                0.74149,                0.57961,                0.52452,                0.34357,                0.93006,                 4.9458,                0.32755,                0.65514,                 1.1941,              0.0003962,              0.0003962,              0.0003962
                     84,                0.74103,                 2.7891,                0.27854,                0.52733,                 1.0495,                0.93527,                0.86064,                0.93412,                0.72186,                0.73854,                0.58564,                0.53394,                0.35172,                0.93023,                  4.839,                0.32884,                0.63316,                 1.1884,              0.0003764,              0.0003764,              0.0003764
                     85,                0.73436,                 2.8048,                0.27661,                0.52369,                 1.0485,                0.92629,                0.86365,                 0.9333,                0.71978,                 0.7527,                0.58992,                0.54313,                0.34889,                0.91401,                 4.8793,                0.32813,                0.64797,                 1.1793,              0.0003566,              0.0003566,              0.0003566
                     86,                0.72565,                 2.7475,                0.27626,                0.51562,                 1.0403,                0.92837,                 0.8611,                0.92901,                0.71834,                0.74004,                0.57391,                0.52702,                0.34668,                0.91827,                 4.8845,                0.32609,                0.65447,                 1.1826,              0.0003368,              0.0003368,              0.0003368
                     87,                0.73098,                 2.7429,                0.27841,                0.52342,                   1.04,                0.93217,                0.84422,                 0.9293,                0.72124,                0.72466,                0.58763,                 0.5297,                 0.3458,                0.92013,                 4.8432,                0.32317,                0.65295,                 1.1859,               0.000317,               0.000317,               0.000317
                     88,                0.72614,                 2.7483,                0.27792,                0.51852,                 1.0434,                0.92477,                0.85888,                0.92796,                0.72302,                0.75446,                0.59336,                0.54038,                0.35293,                0.91237,                 4.8073,                0.32602,                0.65491,                 1.1734,              0.0002972,              0.0002972,              0.0002972
                     89,                0.72026,                 2.6984,                0.27332,                0.51756,                 1.0411,                0.92364,                0.85452,                0.93208,                0.72439,                0.74748,                0.58076,                0.53305,                0.35241,                0.91342,                 4.7711,                0.32659,                0.64445,                 1.1813,              0.0002774,              0.0002774,              0.0002774
                     90,                0.72236,                 2.7357,                0.27747,                0.51614,                 1.0415,                0.92441,                0.85911,                0.93175,                0.72469,                0.75439,                0.58051,                 0.5509,                0.36459,                0.90381,                 4.6846,                0.32828,                0.64249,                 1.1708,              0.0002576,              0.0002576,              0.0002576
                     91,                0.66305,                 2.3416,                0.26453,                0.43402,                 1.0021,                0.91349,                 0.8614,                0.92838,                0.72023,                0.75829,                0.58877,                0.54879,                 0.3627,                0.92071,                 4.6841,                0.32941,                0.64897,                 1.1846,              0.0002378,              0.0002378,              0.0002378
                     92,                0.65029,                 2.2286,                0.26026,                0.41559,                 0.9985,                 0.9366,                0.84607,                0.92719,                0.71921,                0.72836,                0.58051,                0.52823,                0.35154,                0.91683,                 4.9604,                0.32765,                0.63908,                  1.184,               0.000218,               0.000218,               0.000218
                     93,                0.63519,                 2.1706,                0.25813,                0.41194,                 0.9923,                0.93747,                0.85862,                0.93081,                   0.72,                0.73389,                0.58534,                0.53495,                0.35351,                0.91357,                 4.9109,                0.32238,                0.63612,                 1.1837,              0.0001982,              0.0001982,              0.0001982
                     94,                0.63607,                  2.162,                0.25651,                0.40862,                0.98664,                 0.9363,                0.84536,                0.92948,                0.72317,                 0.7435,                0.59908,                0.53921,                0.35459,                0.90098,                 4.7581,                0.32453,                0.63513,                 1.1807,              0.0001784,              0.0001784,              0.0001784
                     95,                0.62741,                 2.1315,                0.25432,                0.40154,                0.98556,                0.93449,                0.85109,                0.92933,                0.72277,                0.72413,                0.56816,                0.51983,                0.34612,                0.90387,                 4.9393,                0.32372,                0.63478,                 1.1806,              0.0001586,              0.0001586,              0.0001586
                     96,                0.62693,                 2.0825,                0.25475,                0.39877,                0.98234,                0.95161,                0.83343,                0.92883,                0.72131,                0.73719,                0.58534,                0.54205,                0.36264,                0.90422,                 4.8546,                0.32397,                0.63375,                 1.1775,              0.0001388,              0.0001388,              0.0001388
                     97,                0.61442,                 2.0952,                0.25495,                0.39392,                0.97499,                0.94252,                0.84307,                0.93091,                0.72256,                 0.7358,                0.58061,                0.52702,                0.35325,                 0.9066,                 4.8687,                0.32298,                 0.6346,                 1.1807,               0.000119,               0.000119,               0.000119
                     98,                0.60597,                 2.0355,                0.25074,                0.38854,                0.97347,                0.94861,                0.84307,                0.93089,                0.72348,                  0.739,                0.58648,                0.53908,                0.35706,                0.90954,                 4.8549,                0.32309,                0.62975,                 1.1847,               9.92e-05,               9.92e-05,               9.92e-05
